Phi,NSS,ChiSq,p_av,p_sd,p_sk,p_ku,H_av,H_sd,H_sk,H_ku,S,si_av,si_sd,si_sk,si_ku
1.92e-01,8.1795e-01,151.4,2.5364238410596,1.02792038780735,1.57420543788895,2.93750899019256,0.329111247147866,0.221704891843583,1.35274258789419,1.94060109054682,512,198.783193277311,104.344315552513,1.43090241809038,2.14526477284456
3.98e-01,7.2449e-01,124.3,2.94701986754967,1.25169066841876,1.65881753452453,3.53598181583169,0.356469475207302,0.235121058048125,1.28591223664395,1.75750605309657,539,215.30756302521,91.1896418631896,1.50880864151253,2.62842367066779
8.85e-02,8.7973e-01,42.6,2.12417218543046,0.974583529742266,1.49319119478874,2.59327161386156,0.253494907896934,0.229066429778672,1.28333958439774,1.80226085055804,418,153.110924369748,77.1944252677799,1.38067791766128,2.04316523276397
2.54e-01,7.9909e-01,49.7,1.44701986754967,0.61883333375758,1.73639067341969,4.76508115560339,0.0971562134787688,0.170729480956827,1.91321598477943,4.45096857236109,233,58.6823529411765,27.677341541409,1.47227664178965,2.40138423897011
1.64e-02,9.7229e-01,21.4,1.51655629139073,0.669627796543817,1.65927819382785,3.85780011748691,0.111489231454171,0.159156760992414,1.59252202724408,3.15496375340129,258,67.3394957983193,48.2273924368546,1.22431118694012,1.5841216725271
7.61e-02,8.8908e-01,51.9,2.20695364238411,1.00423836473977,1.70329543408617,3.7786817062401,0.248797929767934,0.234112935917369,1.19921316169724,1.58218198939015,444,150.273949579832,91.5597095550907,1.1507993500027,1.39075492801877
1.36e-01,8.4331e-01,78.5,2.66556291390728,1.11019038744396,1.60459824700969,3.11721759237056,0.383769269297123,0.250379005599526,1.26781755705103,1.6870724322412,521,231.796638655462,122.818102799449,1.30486069382076,1.90697537509715
5.64e-02,9.1436e-01,21.9,2.21026490066225,0.9475450657789,1.59187373605971,3.04171565672115,0.291418554176638,0.230545649710961,1.23919885587271,1.63448483308055,460,176.016806722689,101.403908498196,1.21337904516415,1.55788744831906
1.48e-01,8.2522e-01,66.0,2.74668874172185,1.21268364314444,1.6855790946321,3.70559490457324,0.320145806667038,0.21325850147914,1.32256896502827,1.85886759933006,521,193.368067226891,122.887366570575,1.20750172666986,1.50580051209874
3.28e-01,7.1523e-01,44.2,1.45860927152318,0.645880004166088,1.76054769824834,4.703836087364,0.0982386332016248,0.161445832254918,1.93268563094756,4.67556033265576,231,59.3361344537815,24.5600883141476,1.5730586767982,2.75650487294425
2.67e-01,8.1405e-01,164.6,2.07615894039735,0.926519415011676,1.55784482889209,2.85037799895624,0.265195614669709,0.231317287898575,1.1511143080634,1.41850439406219,422,160.178151260504,83.6293655550297,1.42108321945607,2.15287725193427
5.70e-02,9.0970e-01,11.3,2.33278145695364,1.03587225870032,1.71661275406515,3.90973307845443,0.25985308030497,0.212279004156457,1.37770163205954,2.09832142165091,475,156.951260504202,91.1571142215518,1.44221007398303,2.16702453124393
1.68e-01,8.3474e-01,17.0,1.22516556291391,0.483806450141164,2.49878829386041,9.31344880732239,0.0497579164115977,0.124385431177043,2.82648969846564,9.65018676322601,121,30.053781512605,11.416652954862,1.66985879153904,3.3237589781469

